__v,_id,createdAt,endAt,startAt,updatedAt,vol1,vol2
0,6241c2b1889e4d9111fa60f2,2022-03-28T01:56:25.101Z,2022-04-15T15:30:00.000Z,2022-04-15T14:30:00.000Z,2022-04-04T09:47:05.444Z,624111adfc446fe6cb15e8a6,null
0,6241fa761957d3b62ae033b0,2022-03-28T01:56:25.101Z,2022-04-14T16:30:00.000Z,2022-04-14T15:30:00.000Z,2022-04-04T08:56:09.350Z,6241140d9babacff3373b7fc,62411212fc446fe6cb15e8ac
0,62423abb1957d3b62ae033b1,2022-03-28T01:56:25.101Z,2022-04-16T23:30:00.000Z,2022-04-16T22:30:00.000Z,2022-04-04T08:12:06.737Z,624111adfc446fe6cb15e8a6,6241140d9babacff3373b7fc
0,6248ec414524ad1594b96afb,2022-03-28T01:56:25.101Z,2022-04-13T13:30:00.000Z,2022-04-13T12:30:00.000Z,2022-04-11T11:05:51.122Z,6241140d9babacff3373b7fc,null
0,6249073bf2a1226e34af48cd,2022-03-28T01:56:25.101Z,2022-04-14T15:30:00.000Z,2022-04-14T14:30:00.000Z,2022-04-04T08:14:38.371Z,6241140d9babacff3373b7fc,null
0,6249d6eeaf9f275425c3ab69,2022-03-28T01:56:25.101Z,2022-04-12T16:30:00.000Z,2022-04-12T15:30:00.000Z,2022-04-11T10:40:59.129Z,null,null
